location,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Mean Sea Level Pressure
unit,°C,%,hPa
level,2 m elevation corrected,2 m,MSL
resolution,hourly,hourly,hourly
aggregation,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Mean Sea Level Pressure [MSL]
20240818T0200,19.910246,91.552795,1010.7
20240818T0300,19.430244,93.5082,1010.4
20240818T0400,19.040245,94.02354,1010.4
20240818T0500,18.730246,93.004166,1010.3
20240818T0600,18.630245,93.94701,1010.5
20240818T0700,19.060246,90.2357,1010.7
20240818T0800,19.550245,85.26126,1010.8
20240818T0900,20.230246,82.40439,1011.0
20240818T1000,20.100245,85.85935,1011.5
20240818T1100,20.630245,82.66149,1011.9
20240818T1200,20.910246,78.854034,1012.0
20240818T1300,21.080246,77.289246,1012.6
20240818T1400,20.450245,80.51484,1012.9
20240818T1500,19.730246,83.77392,1013.3
20240818T1600,19.210245,88.82633,1013.6
20240818T1700,18.890245,88.51892,1013.8
20240818T1800,18.520245,91.645004,1014.2
20240818T1900,18.240246,93.276024,1014.8
20240818T2000,18.070246,94.34212,1015.5
20240818T2100,17.970245,94.338104,1016.0
20240818T2200,17.680244,94.08603,1016.7
20240818T2300,17.310246,94.431915,1017.0
20240819T0000,17.090246,95.45621,1017.2
20240819T0100,16.970245,95.08612,1017.1
20240819T0200,16.910246,94.59747,1017.1
20240819T0300,16.690245,95.38166,1017.3
20240819T0400,16.450245,95.803604,1017.7
20240819T0500,16.180246,95.54861,1017.8
20240819T0600,16.720245,92.24623,1018.1
20240819T0700,18.210245,85.72642,1018.3
20240819T0800,19.520245,76.95237,1018.1
20240819T0900,20.850245,67.23215,1017.9
20240819T1000,21.710245,62.08512,1017.9
20240819T1100,22.620245,57.50904,1017.3
20240819T1200,23.070246,54.65317,1017.2
20240819T1300,23.620245,53.24119,1016.9
20240819T1400,24.030245,52.24418,1016.4
20240819T1500,24.200245,51.64358,1016.2
20240819T1600,23.920246,52.249683,1016.1
20240819T1700,23.080246,56.249603,1015.8
20240819T1800,21.330246,63.140972,1015.8
20240819T1900,19.150246,74.010185,1016.2
20240819T2000,18.450245,78.04243,1016.4
20240819T2100,17.780245,82.63727,1016.5
20240819T2200,17.300245,85.52278,1016.4
20240819T2300,16.900246,85.4256,1015.9
20240820T0000,17.120245,83.041214,1015.7
20240820T0100,16.860245,83.879745,1015.5
20240820T0200,16.010246,87.76134,1015.1
20240820T0300,14.830245,91.115234,1014.7
20240820T0400,15.280245,90.43436,1014.6
20240820T0500,15.090245,90.954346,1014.4
20240820T0600,16.760244,86.97839,1014.8
20240820T0700,18.760244,78.44329,1014.9
20240820T0800,20.280245,73.48978,1014.8
20240820T0900,21.660246,69.60114,1014.6
20240820T1000,22.920246,66.579926,1014.2
20240820T1100,23.990246,64.13485,1013.7
20240820T1200,24.790245,61.47073,1013.2
20240820T1300,25.660246,59.100502,1012.7
20240820T1400,26.080246,58.19303,1012.2
20240820T1500,26.460245,56.247765,1011.8
20240820T1600,26.250246,55.590813,1011.9
20240820T1700,25.390245,57.218765,1011.8
20240820T1800,23.650246,64.26654,1012.1
20240820T1900,21.260244,75.419945,1012.8
20240820T2000,20.490246,77.744934,1013.6
20240820T2100,20.110245,77.688286,1014.1
20240820T2200,20.220245,78.253845,1015.1
20240820T2300,19.770245,79.40115,1015.0
20240821T0000,19.240246,81.13165,1015.4
20240821T0100,18.910246,83.19985,1015.8
20240821T0200,19.000246,81.62349,1016.1
20240821T0300,18.570246,82.04329,1016.7
20240821T0400,18.390245,80.60274,1017.1
20240821T0500,17.960245,82.285706,1017.5
20240821T0600,17.990246,79.3034,1018.5
20240821T0700,18.070246,74.99155,1019.4
20240821T0800,18.670246,67.665054,1020.3
20240821T0900,19.180244,61.33733,1020.5
20240821T1000,20.180244,56.526817,1020.8
20240821T1100,21.120245,51.68379,1020.7
20240821T1200,21.780245,47.702393,1020.4
20240821T1300,22.450245,43.971684,1020.3
20240821T1400,23.020245,41.645866,1019.9
20240821T1500,22.960245,40.35001,1019.6
20240821T1600,22.630245,40.53046,1019.4
20240821T1700,21.800245,43.16758,1019.2
20240821T1800,19.190245,57.11251,1019.0
20240821T1900,17.630245,61.75373,1019.2
20240821T2000,15.940246,70.416145,1019.4
20240821T2100,14.640245,74.74967,1019.1
20240821T2200,14.270246,78.59709,1019.5
20240821T2300,12.990245,84.770744,1019.2
20240822T0000,12.230246,88.76527,1019.0
20240822T0100,12.150246,88.996735,1018.6
20240822T0200,12.500245,87.43157,1018.2
20240822T0300,12.050245,89.167435,1018.0
20240822T0400,11.710245,89.98163,1017.7
20240822T0500,11.430245,90.75015,1017.2
20240822T0600,12.670245,90.11837,1017.1
20240822T0700,15.440246,77.63182,1016.8
20240822T0800,18.000246,66.72462,1016.4
20240822T0900,20.110245,59.121582,1016.0
20240822T1000,21.940245,55.743996,1015.6
20240822T1100,23.560246,52.361385,1015.3
20240822T1200,25.030245,47.516785,1014.7
20240822T1300,26.070246,40.581154,1014.1
20240822T1400,26.750246,35.930305,1013.6
20240822T1500,27.010244,33.732944,1013.3
20240822T1600,26.560246,33.673653,1013.0
20240822T1700,25.150246,35.13856,1012.6
20240822T1800,22.270245,44.668682,1012.8
20240822T1900,19.470245,55.0395,1013.1
20240822T2000,18.040245,61.933067,1013.4
20240822T2100,16.050245,71.00558,1013.4
20240822T2200,13.960245,82.87,1013.8
20240822T2300,13.470245,85.45094,1014.1
20240823T0000,13.170245,87.4382,1013.8
20240823T0100,12.680245,89.57949,1014.1
20240823T0200,12.510245,91.07346,1013.8
20240823T0300,12.250245,92.77343,1013.7
20240823T0400,12.190246,94.07808,1013.6
20240823T0500,12.120245,93.57406,1014.2
20240823T0600,14.190246,86.38427,1014.2
20240823T0700,17.900246,73.06966,1014.7
20240823T0800,21.650246,56.484238,1014.8
20240823T0900,24.540245,47.446068,1014.7
20240823T1000,26.440245,41.090973,1014.5
20240823T1100,27.760244,37.886784,1014.3
20240823T1200,28.640245,36.8023,1013.9
20240823T1300,29.260244,36.063892,1013.5
20240823T1400,29.510244,35.732258,1013.4
20240823T1500,29.530245,35.038673,1013.4
20240823T1600,29.000246,35.12186,1013.6
20240823T1700,27.620245,37.10207,1013.7
20240823T1800,24.370245,51.55327,1014.0
20240823T1900,22.760244,55.986572,1014.5
20240823T2000,21.140245,62.769806,1015.1
20240823T2100,18.360245,75.62983,1015.2
20240823T2200,17.300245,79.515366,1015.5
20240823T2300,16.460245,82.204575,1015.6
20240824T0000,16.030245,84.943565,1015.6
20240824T0100,15.730246,86.99355,1015.6
20240824T0200,15.650246,88.477104,1015.3
20240824T0300,15.550245,89.74872,1014.7
20240824T0400,15.3102455,90.9101,1014.2
20240824T0500,15.420245,90.149796,1014.0
20240824T0600,17.440245,82.86422,1013.7
20240824T0700,21.000246,67.78783,1013.5
20240824T0800,24.280245,57.911892,1013.2
20240824T0900,27.140245,50.65601,1012.8
20240824T1000,29.590246,42.92179,1012.7
20240824T1100,31.600245,37.024857,1011.7
20240824T1200,33.050247,33.18509,1011.2
20240824T1300,34.190247,31.836443,1010.4
20240824T1400,34.670246,31.053324,1009.6
20240824T1500,34.77025,28.998682,1009.2
20240824T1600,33.79025,27.732483,1008.7
20240824T1700,32.100246,31.366844,1008.3
20240824T1800,28.750246,45.0977,1009.2
20240824T1900,28.800245,44.19186,1010.5
20240824T2000,26.510244,50.949013,1011.3
20240824T2100,24.140245,57.43186,1012.8
20240824T2200,23.310246,68.64019,1014.7
20240824T2300,21.860245,77.897064,1015.3
20240825T0000,20.720245,82.986664,1015.9
20240825T0100,18.940245,86.239204,1017.4
20240825T0200,17.790245,86.516,1018.8
20240825T0300,16.840246,87.042366,1019.7
20240825T0400,16.360247,87.90702,1020.9
20240825T0500,16.020247,89.90144,1021.5
20240825T0600,16.000246,89.37535,1022.6
20240825T0700,16.850245,84.09734,1023.2
20240825T0800,17.800245,75.63643,1023.5
20240825T0900,18.650246,70.29206,1024.0
20240825T1000,19.490246,65.99036,1024.1
20240825T1100,20.210245,61.213745,1024.1
20240825T1200,20.810246,57.86028,1023.9
20240825T1300,21.260244,54.081352,1023.4
20240825T1400,21.430244,52.495777,1023.2
20240825T1500,21.520245,49.922203,1022.8
20240825T1600,21.640245,51.238426,1022.5
20240825T1700,20.720245,55.656025,1022.2
20240825T1800,19.070246,62.62861,1022.5
20240825T1900,17.010244,72.81244,1022.6
20240825T2000,16.190247,75.31736,1022.7
20240825T2100,15.660245,79.27825,1022.8
20240825T2200,16.420246,74.75972,1023.0
20240825T2300,15.250245,82.86669,1022.7
20240826T0000,14.0602455,88.57211,1022.6
20240826T0100,13.5602455,89.35437,1022.5
20240826T0200,13.480246,88.57991,1022.2
20240826T0300,13.110246,88.84253,1022.2
20240826T0400,13.000245,89.30779,1022.2
20240826T0500,13.220245,86.86177,1022.6
20240826T0600,14.120245,81.95598,1022.8
20240826T0700,15.520246,74.703224,1022.9
20240826T0800,17.260244,68.00233,1022.8
20240826T0900,19.030245,62.702583,1022.9
20240826T1000,20.200245,58.364517,1023.1
20240826T1100,21.520245,55.125336,1022.6
20240826T1200,22.150246,52.719845,1022.1
20240826T1300,22.750246,51.261547,1021.7
20240826T1400,22.930244,51.614933,1021.4
20240826T1500,23.000246,51.73562,1021.1
20240826T1600,22.590246,52.245304,1020.9
20240826T1700,21.980246,53.448322,1020.9
20240826T1800,20.320246,60.15843,1021.2
20240826T1900,18.130245,71.82654,1021.7
20240826T2000,16.930244,76.09111,1022.0
20240826T2100,16.700245,73.775566,1022.2
20240826T2200,13.970245,88.15483,1022.1
20240826T2300,13.230246,90.76255,1021.9
20240827T0000,12.890245,92.25828,1022.0
20240827T0100,12.5602455,92.42198,1021.6
20240827T0200,12.130245,93.82454,1021.3
20240827T0300,11.970245,93.94157,1021.2
20240827T0400,11.520246,95.24792,1021.1
20240827T0500,11.500245,94.67516,1021.2
20240827T0600,14.040245,87.11654,1021.3
20240827T0700,16.680244,76.30138,1021.1
20240827T0800,19.130245,69.834335,1020.5
20240827T0900,20.890245,65.51552,1020.2
20240827T1000,22.650246,61.37834,1020.0
20240827T1100,23.700245,59.629215,1019.4
20240827T1200,24.640245,56.780514,1018.9
20240827T1300,25.430244,54.36526,1018.3
20240827T1400,26.180244,52.0568,1017.7
20240827T1500,26.550245,50.7957,1017.1
20240827T1600,26.370245,50.97821,1016.6
20240827T1700,25.470245,55.898037,1016.7
20240827T1800,22.430244,68.07474,1016.9
20240827T1900,20.310246,75.31416,1017.3
20240827T2000,19.060246,81.52629,1017.5
20240827T2100,18.200245,85.12124,1017.5
20240827T2200,17.540245,84.55766,1017.8
20240827T2300,16.730246,87.76889,1017.8
20240828T0000,16.000246,90.016884,1017.8
20240828T0100,15.710245,90.819275,1017.5
20240828T0200,15.440246,91.75229,1017.5
20240828T0300,15.460245,91.455246,1017.8
20240828T0400,15.200245,92.15705,1017.7
20240828T0500,14.910245,93.71726,1017.8
20240828T0600,16.340246,91.215965,1018.1
20240828T0700,19.210245,82.38631,1018.2
20240828T0800,21.990246,74.67908,1018.3
20240828T0900,24.540245,67.12093,1018.0
20240828T1000,27.140245,57.929287,1017.8
20240828T1100,28.980246,51.650063,1017.4
20240828T1200,30.400246,46.006187,1017.0
20240828T1300,31.350245,41.643185,1016.5
20240828T1400,31.920246,38.226845,1016.4
20240828T1500,32.080246,36.96669,1016.0
20240828T1600,31.550245,37.395164,1015.6
20240828T1700,30.080246,39.984886,1015.5
20240828T1800,27.660246,49.57156,1015.8
20240828T1900,25.450245,57.26986,1016.3
20240828T2000,22.630245,68.946014,1016.6
20240828T2100,21.290245,76.68417,1016.8
20240828T2200,20.590246,78.20782,1016.9
20240828T2300,19.840246,80.79489,1017.1
20240829T0000,19.290245,82.39602,1017.5
20240829T0100,18.400246,87.802635,1017.6
20240829T0200,17.520245,90.766365,1017.7
20240829T0300,17.100245,92.68361,1017.7
20240829T0400,16.740246,93.7436,1017.7
20240829T0500,16.770245,94.04669,1018.0
20240829T0600,18.660246,85.82661,1018.4
20240829T0700,21.920246,75.334305,1018.7
20240829T0800,25.190245,64.51337,1018.9
20240829T0900,27.990246,55.628696,1018.9
20240829T1000,29.630245,50.87894,1018.1
20240829T1100,31.030245,46.788773,1017.6
20240829T1200,32.010246,42.51716,1017.1
20240829T1300,32.520245,39.00888,1016.8
20240829T1400,32.500248,36.868935,1016.6
20240829T1500,32.350246,36.544613,1016.4
20240829T1600,31.730246,38.816864,1016.6
20240829T1700,30.260244,44.587437,1016.7
20240829T1800,27.400246,50.561504,1016.8
20240829T1900,25.680244,58.02413,1017.2
20240829T2000,23.760244,67.77621,1017.2
20240829T2100,21.580246,78.74864,1017.3
20240829T2200,19.890245,87.3198,1017.1
20240829T2300,19.210245,89.221855,1017.3
20240830T0000,18.560246,91.88063,1017.3
20240830T0100,18.110245,93.80543,1017.1
20240830T0200,17.900246,93.91571,1016.9
20240830T0300,17.780245,93.43254,1017.3
20240830T0400,17.660246,92.181335,1017.7
20240830T0500,17.730246,90.722244,1017.5
20240830T0600,19.220245,88.264786,1017.5
20240830T0700,22.400246,74.462845,1017.8
20240830T0800,24.910246,65.15044,1018.1
20240830T0900,27.100245,57.883312,1017.9
20240830T1000,28.440245,54.972942,1018.0
20240830T1100,29.890245,50.945366,1017.3
20240830T1200,30.740246,48.115685,1017.0
20240830T1300,31.530245,44.928165,1016.6
20240830T1400,31.570246,44.515682,1016.1
20240830T1500,31.460245,44.122257,1015.9
20240830T1600,30.720245,47.419052,1015.7
20240830T1700,28.590246,53.474197,1015.7
20240830T1800,26.680244,61.0818,1016.2
20240830T1900,24.250246,75.89103,1016.6
20240830T2000,22.730246,83.94325,1017.1
20240830T2100,21.910246,87.82095,1017.3
20240830T2200,22.820246,76.91662,1017.6
20240830T2300,22.150246,78.87829,1017.7
20240831T0000,21.580246,81.788635,1017.8
20240831T0100,20.310246,87.74302,1018.1
20240831T0200,19.620245,90.15992,1018.2
20240831T0300,19.040245,92.54997,1018.2
20240831T0400,18.820246,93.1264,1018.1
20240831T0500,18.090246,96.03524,1018.0
20240831T0600,19.190245,93.32065,1018.4
20240831T0700,21.170246,83.98571,1018.7
20240831T0800,23.390245,74.48437,1018.6
20240831T0900,25.660246,64.897545,1018.4
20240831T1000,27.640245,56.92639,1018.2
20240831T1100,29.210245,51.83899,1017.9
20240831T1200,30.230246,49.176178,1017.4
20240831T1300,31.090246,46.393826,1016.9
20240831T1400,31.120245,45.24554,1016.7
20240831T1500,30.810246,46.43674,1015.9
20240831T1600,30.170246,48.882732,1015.5
20240831T1700,28.730246,54.254673,1015.5
20240831T1800,25.960245,67.150894,1015.7
20240831T1900,25.070246,70.15453,1016.0
20240831T2000,24.350245,72.93468,1016.4
20240831T2100,21.830246,84.74385,1016.3
20240831T2200,20.940245,88.34813,1016.7
20240831T2300,20.420246,90.2141,1016.9
20240901T0000,19.840246,91.779465,1016.3
20240901T0100,19.370245,93.38775,1015.9
20240901T0200,18.960245,94.37716,1015.9
20240901T0300,18.440245,94.95664,1015.7
20240901T0400,18.100245,95.61,1015.4
20240901T0500,17.990246,95.424614,1015.5
20240901T0600,19.510244,90.437744,1015.8
20240901T0700,22.260244,80.49657,1015.6
20240901T0800,24.700245,71.370834,1015.5
20240901T0900,26.870245,64.02168,1015.6
20240901T1000,28.580246,61.275593,1014.8
20240901T1100,29.880245,56.119076,1014.4
20240901T1200,30.700245,52.5403,1013.7
20240901T1300,30.500246,51.45305,1013.3
20240901T1400,29.770245,50.627373,1012.5
20240901T1500,28.830246,52.070206,1012.4
20240901T1600,28.230246,55.16404,1013.7
20240901T1700,27.490246,57.684288,1014.5
20240901T1800,25.080246,72.42472,1014.0
20240901T1900,24.080246,71.17019,1014.3
20240901T2000,22.710245,79.05506,1014.8
20240901T2100,21.200245,84.147736,1014.8
20240901T2200,20.530245,89.151924,1016.4
20240901T2300,19.250246,94.269455,1015.9
20240902T0000,18.830246,95.93399,1015.3
20240902T0100,19.060246,96.0006,1015.0
20240902T0200,18.760244,96.295906,1015.0
20240902T0300,18.850245,96.05557,1014.7
20240902T0400,18.740246,95.81051,1014.3
20240902T0500,18.290245,96.52832,1014.2
20240902T0600,18.600245,95.38358,1014.5
20240902T0700,19.620245,91.76698,1014.6
20240902T0800,20.920246,84.91678,1014.6
20240902T0900,22.590246,77.22164,1014.7
20240902T1000,24.190245,72.77048,1014.3
20240902T1100,25.580246,67.20158,1014.2
20240902T1200,26.430244,61.565784,1013.9
20240902T1300,26.860245,58.193,1013.2
20240902T1400,27.450245,56.523212,1012.6
20240902T1500,27.560246,55.664394,1012.5
20240902T1600,26.940245,58.138412,1012.4
20240902T1700,25.670246,61.902725,1012.6
20240902T1800,24.410246,65.086845,1013.1
20240902T1900,22.930244,72.7361,1013.7
20240902T2000,21.510244,80.90811,1014.1
20240902T2100,20.560246,84.61191,1014.2
20240902T2200,21.130245,78.78497,1014.2
20240902T2300,19.740246,86.809944,1014.8
20240903T0000,19.340246,88.499016,1014.6
20240903T0100,19.060246,89.55109,1014.7
20240903T0200,18.620245,91.18613,1014.9
20240903T0300,18.080246,93.44663,1014.8
20240903T0400,17.770245,94.330025,1014.8
20240903T0500,18.050245,93.80276,1014.9
20240903T0600,19.090246,89.72398,1015.3
20240903T0700,21.080246,82.662094,1015.8
20240903T0800,23.290245,74.468,1016.1
20240903T0900,25.340246,67.111786,1016.0
20240903T1000,26.700245,60.85632,1015.7
20240903T1100,27.760244,54.529392,1015.3
20240903T1200,28.630245,48.294205,1014.8
20240903T1300,29.170246,44.065388,1014.5
20240903T1400,29.160246,42.804085,1013.9
20240903T1500,28.010244,41.204807,1014.0
20240903T1600,26.650246,42.864326,1013.9
20240903T1700,25.260244,52.83525,1013.8
20240903T1800,22.330246,65.314095,1014.1
20240903T1900,21.410246,72.65503,1014.8
20240903T2000,21.740246,72.11195,1015.3
20240903T2100,20.650246,79.320854,1015.2
20240903T2200,20.750246,78.08164,1015.9
20240903T2300,20.860245,78.2969,1015.6
20240904T0000,20.870245,78.89856,1015.9
20240904T0100,20.450245,82.640236,1016.0
20240904T0200,19.510244,88.00913,1016.0
20240904T0300,19.280245,89.73766,1015.9
20240904T0400,18.910246,92.13385,1015.8
20240904T0500,18.820246,93.067474,1015.8
20240904T0600,19.420246,89.69091,1015.9
20240904T0700,20.250246,86.74677,1016.0
20240904T0800,21.010244,83.0201,1016.2
20240904T0900,22.130245,77.397026,1016.3
20240904T1000,22.450245,77.98261,1016.0
20240904T1100,23.370245,72.40025,1015.5
20240904T1200,24.290245,66.185165,1014.9
20240904T1300,24.690245,62.11719,1014.2
20240904T1400,24.860245,60.979523,1013.4
20240904T1500,25.260244,59.459972,1012.8
20240904T1600,25.010244,60.472088,1012.4
20240904T1700,23.940245,65.48587,1012.8
20240904T1800,22.380245,73.94239,1012.7
20240904T1900,21.540245,78.99256,1012.9
20240904T2000,20.850245,83.26439,1012.3
20240904T2100,20.670246,84.89104,1011.9
20240904T2200,19.970245,88.32598,1010.8
20240904T2300,19.640245,90.27523,1010.1
20240905T0000,19.590246,90.38597,1008.8
20240905T0100,19.410246,91.58132,1007.9
20240905T0200,19.240246,91.7452,1007.2
20240905T0300,19.210245,90.70446,1006.5
20240905T0400,18.890245,91.60871,1006.3
20240905T0500,18.730246,92.182335,1006.0
20240905T0600,19.120245,90.75608,1005.9
20240905T0700,19.780245,88.4783,1005.6
20240905T0800,20.620245,84.671684,1005.8
20240905T0900,21.530245,79.94587,1005.7
20240905T1000,22.040245,77.628525,1006.3
20240905T1100,23.380245,72.49338,1006.6
20240905T1200,23.800245,71.74943,1006.9
20240905T1300,22.570246,74.963196,1007.5
20240905T1400,20.990246,80.27969,1008.3
20240905T1500,19.480246,82.31372,1008.9
20240905T1600,18.510244,85.64674,1009.3
20240905T1700,17.810246,88.43035,1009.6
20240905T1800,17.120245,91.678055,1010.1
20240905T1900,16.810246,91.65909,1010.4
20240905T2000,16.680244,91.71022,1011.0
20240905T2100,16.470245,92.58973,1011.2
20240905T2200,16.410246,91.990364,1011.7
20240905T2300,16.160246,92.63243,1011.8
20240906T0000,16.010246,92.68414,1011.7
20240906T0100,15.720245,93.150375,1011.8
20240906T0200,15.390245,93.55792,1012.0
20240906T0300,14.980246,94.51794,1011.9
20240906T0400,14.570246,95.0574,1011.8
20240906T0500,14.260245,94.85868,1011.9
20240906T0600,14.740245,92.73405,1012.2
20240906T0700,15.940246,90.30549,1012.3
20240906T0800,17.510244,80.90399,1012.3
20240906T0900,19.180244,74.787994,1012.3
20240906T1000,20.480246,71.745544,1011.9
20240906T1100,22.230246,63.79344,1011.7
20240906T1200,23.710245,57.475975,1011.6
20240906T1300,24.460245,55.004078,1011.4
20240906T1400,25.060246,53.714092,1011.1
20240906T1500,25.340246,51.873272,1010.9
20240906T1600,25.010244,51.720325,1010.9
20240906T1700,23.410246,60.56879,1011.3
20240906T1800,19.930244,75.39759,1011.4
20240906T1900,18.500246,81.98169,1011.9
20240906T2000,17.530245,87.21918,1012.1
20240906T2100,16.600245,91.4098,1012.3
20240906T2200,17.020245,88.478355,1012.8
20240906T2300,16.550245,90.0575,1013.2
20240907T0000,15.240245,94.89826,1013.0
20240907T0100,14.610246,97.0628,1013.1
20240907T0200,14.410245,96.36397,1013.1
20240907T0300,14.390245,95.9866,1012.9
20240907T0400,14.200245,96.98951,1012.8
20240907T0500,13.950245,97.046715,1012.8
20240907T0600,15.650246,93.9355,1012.9
20240907T0700,18.250246,85.840675,1012.5
20240907T0800,21.020245,77.724365,1012.3
20240907T0900,23.420246,69.493996,1011.9
20240907T1000,25.050245,66.04855,1011.4
20240907T1100,26.690245,59.527588,1010.9
20240907T1200,27.660246,54.263615,1010.2
20240907T1300,28.510244,51.23715,1010.0
20240907T1400,28.960245,49.75264,1009.2
20240907T1500,28.990246,47.594448,1008.8
20240907T1600,28.290245,47.652035,1008.6
20240907T1700,25.930244,59.313927,1008.3
20240907T1800,23.040245,68.76238,1008.3
20240907T1900,21.800245,74.363495,1008.4
20240907T2000,20.920246,80.11776,1008.5
20240907T2100,20.240246,83.45917,1009.6
20240907T2200,20.610245,85.09953,1011.5
20240907T2300,20.200245,85.97782,1012.1
20240908T0000,19.490246,87.395355,1011.9
20240908T0100,19.180244,88.8804,1012.0
20240908T0200,18.970245,89.60137,1012.4
20240908T0300,19.060246,87.7476,1012.5
20240908T0400,18.740246,87.10605,1012.6
20240908T0500,18.430244,85.858696,1012.7
20240908T0600,18.380245,83.62089,1013.2
20240908T0700,18.460245,80.82078,1013.4
20240908T0800,18.730246,77.68076,1013.3
20240908T0900,19.370245,74.04804,1013.5
20240908T1000,20.700245,68.477806,1012.7
20240908T1100,20.910246,67.200874,1012.2
20240908T1200,20.590246,66.39647,1011.7
20240908T1300,20.460245,68.92019,1011.1
20240908T1400,19.880245,70.390564,1010.4
20240908T1500,19.260244,72.55271,1010.6
20240908T1600,18.820246,73.329315,1010.0
20240908T1700,18.150246,74.711395,1009.7
20240908T1800,17.180244,83.318886,1009.6
20240908T1900,16.110247,87.541916,1009.4
20240908T2000,15.5602455,89.69094,1009.5
20240908T2100,15.420245,91.93049,1009.2
20240908T2200,15.410245,95.894554,1009.4
20240908T2300,15.760245,95.16453,1009.3
20240909T0000,15.900246,95.0468,1009.5
20240909T0100,15.960245,93.2835,1009.5
20240909T0200,15.760245,92.550125,1009.4
20240909T0300,15.700245,90.81857,1009.2
20240909T0400,15.370245,90.73648,1008.8
20240909T0500,15.250245,89.90174,1008.6
20240909T0600,15.350245,88.85744,1008.7
20240909T0700,15.620245,88.53234,1008.8
20240909T0800,15.780245,89.241554,1009.2
20240909T0900,16.260246,90.03616,1009.4
20240909T1000,17.350245,84.48198,1009.6
20240909T1100,17.850245,83.66781,1009.2
20240909T1200,18.240246,82.69321,1009.1
20240909T1300,18.820246,76.993004,1009.4
20240909T1400,19.550245,73.83942,1009.7
20240909T1500,18.430244,76.73232,1010.4
20240909T1600,18.390245,80.18672,1010.8
20240909T1700,18.010244,83.25502,1011.0
20240909T1800,17.050245,87.40076,1012.0
20240909T1900,16.920246,86.26341,1012.9
20240909T2000,16.850245,87.099754,1013.4
20240909T2100,16.650246,86.62971,1013.9
20240909T2200,16.570246,86.11643,1014.4
20240909T2300,16.160246,87.660614,1014.5
20240910T0000,16.010246,87.76134,1014.9
20240910T0100,15.870245,87.92063,1015.0
20240910T0200,15.720245,88.25236,1015.4
20240910T0300,15.640245,89.17208,1015.6
20240910T0400,15.520246,88.69755,1015.7
20240910T0500,15.040245,91.30841,1016.0
20240910T0600,15.200245,90.1334,1016.5
20240910T0700,15.590245,88.1257,1016.7
20240910T0800,15.850245,85.31418,1016.9
20240910T0900,16.020247,81.55661,1016.7
20240910T1000,16.860245,74.835304,1016.9
20240910T1100,17.370245,69.810585,1016.8
20240910T1200,17.860245,65.420525,1016.4
20240910T1300,18.210245,63.904823,1016.2
20240910T1400,18.130245,64.27104,1015.7
20240910T1500,18.000246,63.010254,1015.4
20240910T1600,17.430244,63.557556,1015.3
20240910T1700,16.390245,65.80112,1015.4
20240910T1800,15.020246,70.423546,1015.1
20240910T1900,13.980246,75.139084,1015.3
20240910T2000,13.380245,78.45995,1015.2
20240910T2100,13.280245,80.26347,1015.0
20240910T2200,12.980246,81.254684,1015.3
20240910T2300,13.050245,80.447,1014.4
20240911T0000,13.050245,80.50126,1014.0
20240911T0100,13.230246,78.96802,1013.5
20240911T0200,13.790245,74.80188,1013.2
20240911T0300,14.030245,74.39067,1012.9
20240911T0400,14.240245,73.47978,1012.2
20240911T0500,14.110246,74.404915,1011.9
20240911T0600,14.210245,75.027245,1011.7
20240911T0700,14.540245,74.18115,1011.3
20240911T0800,15.010245,73.42257,1011.2
20240911T0900,15.0602455,75.0237,1011.0
20240911T1000,15.270246,77.29572,1010.6
20240911T1100,15.180245,81.8776,1010.6
20240911T1200,14.980246,86.23706,1010.6
20240911T1300,14.870245,87.541824,1010.5
20240911T1400,13.880245,90.27141,1010.7
20240911T1500,12.750245,91.88215,1011.0
20240911T1600,11.550245,92.4827,1011.2
20240911T1700,10.540245,90.374985,1011.7
20240911T1800,10.290245,87.92726,1012.1
20240911T1900,10.200245,89.42994,1012.9
20240911T2000,9.910245,91.56363,1013.3
20240911T2100,9.610246,93.36955,1013.7
20240911T2200,9.210245,91.82652,1014.9
20240911T2300,9.3102455,90.2135,1015.2
20240912T0000,9.3102455,89.65859,1015.0
20240912T0100,8.970245,90.80691,1015.1
20240912T0200,8.630245,92.86351,1014.8
20240912T0300,8.420245,94.07055,1014.7
20240912T0400,8.330246,94.25969,1014.7
20240912T0500,8.160246,95.42428,1015.2
20240912T0600,8.460245,95.56873,1015.3
20240912T0700,9.680245,90.986565,1015.3
20240912T0800,10.930245,85.28056,1015.4
20240912T0900,12.080245,80.19767,1015.2
20240912T1000,13.040245,66.91845,1015.2
20240912T1100,13.270246,61.67881,1015.0
20240912T1200,13.670245,58.272755,1014.7
20240912T1300,13.5602455,57.718063,1014.6
20240912T1400,13.630245,57.93811,1014.3
20240912T1500,13.670245,57.827225,1014.4
20240912T1600,13.030245,65.99909,1015.1
20240912T1700,11.800245,72.67349,1015.5
20240912T1800,10.140245,85.24744,1016.1
20240912T1900,9.110246,89.456635,1016.4
20240912T2000,8.340245,90.44402,1016.4
20240912T2100,7.710245,91.90844,1016.7
20240912T2200,6.9902453,94.44755,1016.8
20240912T2300,7.230245,93.87293,1017.3
20240913T0000,7.110245,92.957275,1017.6
20240913T0100,7.000245,93.92463,1017.7
20240913T0200,6.8402452,94.439316,1017.7
20240913T0300,7.4702454,93.62727,1018.3
