location,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Mean Sea Level Pressure
unit,°C,%,hPa
level,2 m elevation corrected,2 m,MSL
resolution,hourly,hourly,hourly
aggregation,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Mean Sea Level Pressure [MSL]
20240324T1800,7.3702455,62.470722,1012.9
20240324T1900,6.710245,67.1539,1013.2
20240324T2000,6.170245,72.32834,1013.5
20240324T2100,5.5802455,79.247025,1013.5
20240324T2200,5.520245,77.15796,1013.6
20240324T2300,5.1002455,83.72691,1013.7
20240325T0000,4.6602454,88.09292,1013.2
20240325T0100,3.9402456,90.771355,1012.8
20240325T0200,3.6602454,90.877106,1012.5
20240325T0300,2.9502454,92.3326,1012.0
20240325T0400,2.3102455,93.42449,1011.7
20240325T0500,1.5102453,95.14917,1011.4
20240325T0600,2.3202453,95.264,1011.3
20240325T0700,4.6802454,88.85229,1010.8
20240325T0800,6.860245,79.11631,1010.2
20240325T0900,8.490246,71.56567,1009.2
20240325T1000,9.740245,63.507248,1008.3
20240325T1100,10.680245,56.27149,1007.2
20240325T1200,11.530245,51.3699,1005.9
20240325T1300,12.290245,47.69984,1004.3
20240325T1400,12.910245,44.517864,1002.9
20240325T1500,13.120245,42.190212,1001.8
20240325T1600,12.640245,43.669613,1001.1
20240325T1700,11.130245,53.021957,1000.1
20240325T1800,8.710245,61.906994,999.6
20240325T1900,7.9302454,64.95848,999.0
20240325T2000,7.210245,67.608955,998.8
20240325T2100,6.2802453,71.72732,998.4
20240325T2200,5.710245,74.515114,998.6
20240325T2300,6.270245,71.5185,998.6
20240326T0000,6.250245,72.867836,998.5
20240326T0100,6.0902452,76.322266,998.1
20240326T0200,5.8502455,81.93938,997.3
20240326T0300,5.5102453,85.469444,996.9
20240326T0400,5.440245,86.254814,996.5
20240326T0500,5.2402453,86.84737,995.9
20240326T0600,5.5902452,86.82525,995.9
20240326T0700,6.920245,80.5978,995.6
20240326T0800,9.190246,66.75979,995.2
20240326T0900,11.270246,57.03651,994.8
20240326T1000,13.090245,53.982933,994.1
20240326T1100,14.140245,51.11925,993.0
20240326T1200,15.360246,46.538696,991.9
20240326T1300,16.340246,43.207317,990.7
20240326T1400,17.140245,41.348877,989.9
20240326T1500,17.270245,40.604256,988.9
20240326T1600,16.870245,42.24471,988.0
20240326T1700,15.390245,55.021717,987.4
20240326T1800,13.520246,61.057926,987.5
20240326T1900,13.910245,57.64762,988.1
20240326T2000,13.470245,61.513676,988.8
20240326T2100,11.850245,72.633,989.0
20240326T2200,10.900246,73.157005,988.9
20240326T2300,10.240245,81.42531,989.0
20240327T0000,9.5602455,86.53808,988.5
20240327T0100,8.140245,90.55264,987.7
20240327T0200,7.0602455,92.43808,987.1
20240327T0300,6.7202454,92.09227,986.1
20240327T0400,7.5102453,90.81554,985.9
20240327T0500,7.2602453,93.67956,986.0
20240327T0600,7.9302454,93.913536,986.4
20240327T0700,8.350245,92.973335,987.2
20240327T0800,7.9102454,89.162994,988.6
20240327T0900,6.630245,84.40592,990.0
20240327T1000,5.790245,84.59772,991.5
20240327T1100,5.540245,86.14403,992.0
20240327T1200,5.8902454,84.19095,992.4
20240327T1300,6.5802455,81.46548,992.9
20240327T1400,6.920245,81.45785,993.1
20240327T1500,6.980245,83.62197,993.6
20240327T1600,7.2002454,83.59225,994.0
20240327T1700,7.1802454,82.82816,994.1
20240327T1800,6.520245,84.690445,993.5
20240327T1900,5.4102454,88.359116,993.5
20240327T2000,4.8302455,90.140755,993.7
20240327T2100,4.150245,91.89789,993.3
20240327T2200,3.4002452,91.6409,992.9
20240327T2300,2.7902455,92.720314,993.0
20240328T0000,2.5702453,93.577446,992.5
20240328T0100,2.2802453,93.625206,991.8
20240328T0200,2.1102452,93.2078,991.0
20240328T0300,2.0402455,92.46249,990.1
20240328T0400,2.6402454,92.57545,990.2
20240328T0500,3.6702452,91.72851,990.0
20240328T0600,4.0902452,93.34579,991.9
20240328T0700,4.8102455,92.93205,993.5
20240328T0800,5.9302454,91.325005,994.5
20240328T0900,7.270245,82.84052,995.6
20240328T1000,8.760245,76.525185,995.4
20240328T1100,9.720245,70.21697,996.5
20240328T1200,10.930245,63.658062,996.9
20240328T1300,11.630245,55.846508,997.7
20240328T1400,11.940246,48.500713,998.0
20240328T1500,12.340245,43.548073,998.3
20240328T1600,12.710245,43.05963,997.9
20240328T1700,12.010245,45.35921,998.6
20240328T1800,9.5602455,53.35121,999.3
20240328T1900,7.520245,61.11563,999.9
20240328T2000,6.8002453,65.92058,1000.1
20240328T2100,7.0702453,67.82151,1000.1
20240328T2200,6.670245,69.71783,1000.0
20240328T2300,5.940245,71.65688,999.7
20240329T0000,5.6602454,72.907265,998.5
20240329T0100,6.150245,71.1842,997.5
20240329T0200,6.6402454,69.40999,997.7
20240329T0300,7.1602454,66.82137,998.0
20240329T0400,8.040245,64.844505,998.1
20240329T0500,8.010245,66.39413,998.6
20240329T0600,7.980245,74.73125,998.2
20240329T0700,8.490246,78.43657,998.2
20240329T0800,9.410245,79.41012,999.0
20240329T0900,10.790245,77.459694,999.2
20240329T1000,13.090245,70.71021,999.3
20240329T1100,13.970245,67.67472,998.9
20240329T1200,15.530245,61.925632,998.0
20240329T1300,17.260244,56.275875,997.7
20240329T1400,18.200245,53.350178,997.5
20240329T1500,18.210245,53.42552,997.3
20240329T1600,17.370245,60.49813,996.8
20240329T1700,15.400246,75.9387,996.3
20240329T1800,13.090245,79.69657,996.3
20240329T1900,11.840245,84.12264,996.6
20240329T2000,10.540245,86.11298,996.9
20240329T2100,10.080245,84.77398,997.2
20240329T2200,9.090245,92.322426,998.5
20240329T2300,8.700245,90.72307,998.1
20240330T0000,9.200245,86.201195,997.6
20240330T0100,9.400246,81.13648,997.2
20240330T0200,9.340245,75.66782,996.8
20240330T0300,9.340245,71.13384,996.7
20240330T0400,9.290245,71.980576,996.3
20240330T0500,9.650246,71.4979,995.9
20240330T0600,10.150246,68.84119,996.2
20240330T0700,10.330245,74.745285,996.4
20240330T0800,11.410245,70.859886,996.7
20240330T0900,12.200245,69.13267,996.7
20240330T1000,13.140245,69.04404,997.1
20240330T1100,14.330245,69.715675,997.8
20240330T1200,14.930245,66.194695,997.6
20240330T1300,15.070246,63.400116,997.9
20240330T1400,14.990245,62.52029,998.4
20240330T1500,14.740245,60.26761,999.5
20240330T1600,13.330245,64.13448,1000.4
20240330T1700,12.540245,67.692055,1000.3
20240330T1800,11.370245,73.85589,1000.4
20240330T1900,11.300245,74.04716,1000.5
20240330T2000,10.170245,83.2851,1000.5
20240330T2100,9.800245,87.63876,1000.4
20240330T2200,9.570246,90.482086,1001.4
20240330T2300,9.900246,89.3427,1001.5
20240331T0000,9.360246,92.40368,1000.7
20240331T0100,8.740245,94.54032,1000.2
20240331T0200,7.770245,97.26356,999.8
20240331T0300,7.210245,98.122444,1000.0
20240331T0400,6.770245,98.17896,999.8
20240331T0500,6.750245,98.31455,999.0
20240331T0600,7.0602455,97.78008,998.1
20240331T0700,8.140245,95.03062,997.8
20240331T0800,9.350245,92.15084,998.0
20240331T0900,11.020246,86.0484,997.5
20240331T1000,11.880245,85.215744,997.5
20240331T1100,13.070246,82.25748,997.3
20240331T1200,14.370245,78.61237,996.5
20240331T1300,15.670245,71.55263,996.3
20240331T1400,16.510246,66.04907,996.4
20240331T1500,16.770245,62.55652,995.7
20240331T1600,16.380245,63.316433,995.6
20240331T1700,15.540245,65.70251,995.0
20240331T1800,14.210245,72.733055,996.2
20240331T1900,12.090245,84.49475,997.3
20240331T2000,11.780245,86.89039,997.3
20240331T2100,10.850245,91.074715,996.7
20240331T2200,11.120245,89.448616,995.9
20240331T2300,10.450245,93.10304,995.2
20240401T0000,10.430245,94.05096,993.9
20240401T0100,10.210245,96.61641,993.2
20240401T0200,10.100245,97.793564,993.0
20240401T0300,9.750245,98.38179,994.0
20240401T0400,9.540245,98.97857,994.9
20240401T0500,9.880245,95.11225,995.5
20240401T0600,10.370245,86.56605,997.0
20240401T0700,9.680245,83.163925,998.6
20240401T0800,9.290245,79.55732,1000.8
20240401T0900,8.800245,78.872314,1002.5
20240401T1000,8.790245,79.25759,1003.4
20240401T1100,9.450245,76.058586,1004.5
20240401T1200,9.660245,73.17452,1005.0
20240401T1300,10.150246,71.29849,1005.8
20240401T1400,10.8102455,72.53274,1005.4
20240401T1500,11.490245,69.41574,1005.4
20240401T1600,12.070246,67.87175,1005.4
20240401T1700,11.360246,69.921135,1006.2
20240401T1800,9.640245,78.24119,1006.4
20240401T1900,8.400246,84.04138,1007.7
20240401T2000,7.8402452,85.50895,1008.1
20240401T2100,7.7402453,84.01556,1008.4
20240401T2200,8.170245,82.731476,1009.3
20240401T2300,8.080246,82.31514,1010.2
20240402T0000,8.350245,80.92631,1010.8
20240402T0100,8.580245,78.89224,1011.3
20240402T0200,8.400246,77.92782,1011.9
20240402T0300,8.230246,78.72522,1012.4
20240402T0400,8.120246,80.04563,1013.0
20240402T0500,8.190246,79.44084,1013.9
20240402T0600,8.450246,77.66296,1014.5
20240402T0700,9.180245,73.28764,1015.3
20240402T0800,9.460245,70.36078,1015.6
20240402T0900,9.740245,71.61654,1016.1
20240402T1000,10.520246,69.35645,1016.3
20240402T1100,11.430245,63.019855,1016.1
20240402T1200,11.910245,59.557846,1016.0
20240402T1300,12.710245,56.61283,1016.0
20240402T1400,13.580245,52.46273,1015.4
20240402T1500,13.840245,50.06851,1015.0
20240402T1600,13.790245,50.912926,1014.3
20240402T1700,13.200245,52.209076,1014.3
20240402T1800,12.250245,51.758217,1014.4
20240402T1900,8.980246,66.6645,1014.6
20240402T2000,6.270245,81.82572,1014.4
20240402T2100,5.5602455,86.82186,1013.9
20240402T2200,5.020245,89.64726,1013.6
20240402T2300,5.130245,89.72119,1013.2
20240403T0000,4.9102454,90.85482,1012.7
20240403T0100,5.0102453,91.50967,1012.1
20240403T0200,5.3002453,91.01646,1011.4
20240403T0300,5.860245,88.467384,1011.1
20240403T0400,6.2002454,86.40412,1010.9
20240403T0500,6.710245,85.614555,1011.0
20240403T0600,7.5802455,84.822685,1011.3
20240403T0700,9.210245,80.54725,1011.3
20240403T0800,10.050245,77.17561,1011.3
20240403T0900,10.080245,83.50275,1011.5
20240403T1000,10.690246,85.078545,1011.9
20240403T1100,11.3102455,86.37239,1011.5
20240403T1200,11.680245,83.932274,1011.7
20240403T1300,11.790245,83.5484,1011.8
20240403T1400,11.760245,84.57001,1012.5
20240403T1500,12.640245,81.81315,1012.8
20240403T1600,13.090245,77.30824,1012.9
20240403T1700,12.670245,78.72202,1013.1
20240403T1800,12.480246,81.13031,1013.7
20240403T1900,12.570246,80.59581,1014.5
20240403T2000,12.640245,80.224976,1015.2
20240403T2100,12.910245,79.72375,1015.6
20240403T2200,12.650246,80.66179,1015.8
20240403T2300,12.5602455,81.03181,1016.4
20240404T0000,12.410245,85.79372,1016.5
20240404T0100,12.070246,87.271805,1016.4
20240404T0200,11.980246,87.2041,1016.7
20240404T0300,11.820246,86.835884,1016.2
20240404T0400,11.760245,85.722275,1015.9
20240404T0500,11.710245,84.56409,1015.8
20240404T0600,11.880245,83.616295,1016.1
20240404T0700,13.080245,78.83852,1015.9
20240404T0800,14.200245,74.170296,1015.7
20240404T0900,15.210245,70.98509,1015.7
20240404T1000,15.460245,66.35588,1015.5
20240404T1100,15.520246,66.144684,1015.7
20240404T1200,15.110246,68.33246,1016.0
20240404T1300,14.850245,73.541534,1015.8
20240404T1400,15.920245,70.176636,1015.5
20240404T1500,17.130245,62.936306,1015.2
20240404T1600,16.710245,64.38266,1015.0
20240404T1700,16.140245,67.99645,1015.1
20240404T1800,15.460245,71.32062,1015.5
20240404T1900,14.320246,75.96073,1016.3
20240404T2000,13.200245,80.631195,1017.1
20240404T2100,12.920245,82.2377,1017.3
20240404T2200,12.470245,85.91567,1017.0
20240404T2300,11.750245,88.543365,1017.2
20240405T0000,11.030245,91.02655,1017.3
20240405T0100,11.210245,89.27516,1017.1
20240405T0200,11.130245,88.906685,1016.8
20240405T0300,10.700245,90.75581,1016.5
20240405T0400,10.290245,92.339455,1016.1
20240405T0500,9.550245,92.795166,1016.0
20240405T0600,10.080245,89.48046,1015.9
20240405T0700,12.400246,82.7259,1015.9
20240405T0800,15.790245,70.48102,1015.9
20240405T0900,18.660246,59.879726,1016.0
20240405T1000,20.660246,51.803627,1016.1
20240405T1100,22.050245,46.47951,1015.7
20240405T1200,22.950245,42.364353,1015.6
20240405T1300,22.790245,43.272934,1015.5
20240405T1400,22.880245,41.268936,1015.1
20240405T1500,22.220245,44.11498,1015.2
20240405T1600,21.850245,45.248745,1015.4
20240405T1700,20.200245,55.93231,1015.6
20240405T1800,20.510244,44.50381,1015.5
20240405T1900,18.940245,52.255936,1016.1
20240405T2000,15.140245,71.258705,1016.5
20240405T2100,13.510245,78.48012,1016.9
20240405T2200,11.850245,89.33017,1016.7
20240405T2300,11.100245,93.01619,1017.2
20240406T0000,11.190246,92.958984,1017.7
20240406T0100,10.710245,92.2421,1017.7
20240406T0200,10.490245,92.72832,1017.9
20240406T0300,10.280245,91.52797,1017.8
20240406T0400,9.930245,91.50276,1017.5
20240406T0500,9.480246,91.53249,1018.0
20240406T0600,10.410245,88.720924,1018.3
20240406T0700,13.610246,78.81329,1018.2
20240406T0800,16.940245,66.587,1018.0
20240406T0900,20.340246,57.172005,1017.6
20240406T1000,22.950245,49.186375,1017.4
20240406T1100,24.670246,41.443333,1017.2
20240406T1200,25.980246,36.00157,1016.7
20240406T1300,26.990246,32.5184,1015.9
20240406T1400,27.600245,29.207743,1015.1
20240406T1500,27.490246,30.272219,1014.6
20240406T1600,26.390245,34.758247,1014.0
20240406T1700,23.590246,43.527843,1014.0
20240406T1800,18.960245,60.313286,1014.4
20240406T1900,16.590246,70.779076,1014.9
20240406T2000,15.160245,75.59488,1015.2
20240406T2100,14.520246,78.37283,1015.2
20240406T2200,14.450245,68.75254,1015.3
20240406T2300,13.850245,69.05014,1015.1
20240407T0000,13.490245,70.500755,1015.1
20240407T0100,13.240245,73.94665,1014.9
20240407T0200,13.080245,75.800964,1015.4
20240407T0300,12.800245,79.22348,1016.3
20240407T0400,12.880245,75.76657,1017.7
20240407T0500,15.210245,62.188557,1018.2
20240407T0600,13.670245,73.52446,1019.4
20240407T0700,15.670245,71.7927,1019.5
20240407T0800,17.620245,61.875957,1020.0
20240407T0900,19.660246,55.34778,1019.7
20240407T1000,21.180244,49.164967,1019.5
20240407T1100,22.340246,45.508507,1018.8
20240407T1200,23.200245,42.064793,1018.2
20240407T1300,23.920246,41.34192,1017.1
20240407T1400,24.370245,40.397697,1016.2
20240407T1500,24.130245,42.35655,1015.5
20240407T1600,23.070246,46.172794,1014.3
20240407T1700,21.310246,53.914978,1013.3
20240407T1800,20.020245,54.047657,1012.8
20240407T1900,18.360245,60.93951,1012.4
20240407T2000,17.430244,64.58765,1012.4
20240407T2100,16.060246,74.4002,1012.2
20240407T2200,14.980246,78.02626,1012.6
20240407T2300,13.840245,84.02392,1012.7
20240408T0000,13.540245,85.17409,1012.8
20240408T0100,14.150246,84.733795,1012.4
20240408T0200,14.700245,81.00284,1012.9
20240408T0300,13.240245,84.62941,1012.8
20240408T0400,13.020246,83.981964,1012.6
20240408T0500,11.720245,86.7084,1012.5
20240408T0600,12.500245,84.82813,1012.3
20240408T0700,15.440246,77.32277,1012.0
20240408T0800,18.430244,65.76248,1011.7
20240408T0900,20.550245,53.502144,1011.3
20240408T1000,21.690245,48.615086,1010.9
20240408T1100,22.950245,47.451466,1010.9
20240408T1200,23.990246,47.641346,1011.0
20240408T1300,24.690245,43.458946,1009.9
20240408T1400,25.410246,41.293297,1009.0
20240408T1500,25.740246,41.33126,1007.9
20240408T1600,24.830246,46.351006,1006.8
20240408T1700,23.220245,53.909657,1006.4
20240408T1800,20.620245,64.146194,1006.0
20240408T1900,19.000246,69.671906,1005.9
20240408T2000,18.980246,69.12203,1006.1
20240408T2100,18.210245,70.94992,1005.2
20240408T2200,17.750246,69.378876,1005.4
20240408T2300,17.150246,73.56326,1005.5
20240409T0000,17.140245,73.319,1005.9
20240409T0100,18.450245,64.21441,1007.1
20240409T0200,18.280245,52.72138,1008.3
20240409T0300,17.220245,55.012592,1008.9
20240409T0400,16.630245,65.853714,1009.5
20240409T0500,14.960245,71.464195,1011.2
20240409T0600,12.430245,71.456726,1013.4
20240409T0700,10.3102455,73.40131,1015.3
20240409T0800,9.210245,76.87175,1017.2
20240409T0900,8.580245,80.060196,1018.7
20240409T1000,8.520246,81.57563,1020.2
20240409T1100,8.870245,79.32559,1020.6
20240409T1200,9.240245,79.1628,1020.9
20240409T1300,9.150246,79.093445,1021.1
20240409T1400,9.160245,78.38126,1021.0
20240409T1500,9.610246,76.619194,1021.3
20240409T1600,9.760245,75.26869,1021.5
20240409T1700,9.540245,76.71404,1022.0
20240409T1800,8.970245,78.62449,1022.7
20240409T1900,8.450246,80.20849,1023.4
20240409T2000,8.150246,82.96033,1024.0
20240409T2100,7.8702455,83.73893,1024.3
20240409T2200,6.9502454,86.06543,1025.7
20240409T2300,6.440245,87.104195,1025.7
20240410T0000,5.9902453,86.62477,1026.2
20240410T0100,5.8002453,85.86956,1026.3
20240410T0200,5.2002454,86.904655,1026.8
20240410T0300,5.0102453,88.56968,1027.4
20240410T0400,4.6402454,89.73928,1027.7
20240410T0500,4.4502454,91.52968,1028.6
20240410T0600,5.8002453,88.523865,1029.2
20240410T0700,7.3202453,85.4471,1029.6
20240410T0800,8.870245,75.902626,1030.4
20240410T0900,10.070246,66.25326,1030.4
20240410T1000,10.670245,58.026913,1030.9
20240410T1100,10.980246,54.721573,1030.9
20240410T1200,11.720245,52.54276,1030.3
20240410T1300,12.290245,51.327114,1029.9
20240410T1400,12.460245,50.57316,1030.0
20240410T1500,12.610246,50.76068,1030.1
20240410T1600,12.630245,50.62145,1030.4
20240410T1700,12.190246,53.089085,1030.5
20240410T1800,10.580245,56.16389,1030.9
20240410T1900,8.250245,66.54482,1031.4
20240410T2000,6.5802455,76.355804,1031.9
20240410T2100,5.8302455,80.429955,1032.4
20240410T2200,6.4502454,75.84244,1032.8
20240410T2300,5.8302455,78.77852,1033.0
20240411T0000,5.230245,82.673294,1032.8
20240411T0100,5.1602454,82.959816,1032.7
20240411T0200,4.860245,85.08444,1032.7
20240411T0300,3.9802456,88.46391,1033.0
20240411T0400,3.5602455,90.02416,1033.2
20240411T0500,3.7102456,90.10276,1033.7
20240411T0600,4.400245,90.03744,1034.2
20240411T0700,7.440245,81.30454,1034.5
20240411T0800,10.480246,69.78639,1034.7
20240411T0900,12.740245,61.50641,1034.8
20240411T1000,14.590245,56.12199,1034.6
20240411T1100,15.770246,51.00029,1034.4
20240411T1200,16.470245,48.660374,1033.9
20240411T1300,17.080246,48.1921,1033.2
20240411T1400,17.580246,47.338634,1032.8
20240411T1500,17.810246,47.766106,1032.5
20240411T1600,17.580246,48.80334,1032.3
20240411T1700,16.720245,52.012115,1032.3
20240411T1800,13.450245,64.25105,1032.5
20240411T1900,11.290245,71.825195,1033.0
20240411T2000,10.510245,75.14218,1033.1
20240411T2100,9.900246,76.82923,1033.5
20240411T2200,8.960245,80.00657,1033.7
20240411T2300,7.940245,82.70003,1034.2
20240412T0000,6.4302454,87.78035,1034.2
20240412T0100,7.270245,86.34399,1034.1
20240412T0200,6.690245,88.550224,1034.1
20240412T0300,5.420245,91.47762,1034.3
20240412T0400,4.0702453,95.56174,1034.3
20240412T0500,4.8002453,91.81803,1034.5
20240412T0600,6.710245,90.3698,1034.3
20240412T0700,10.470245,78.97256,1034.4
20240412T0800,13.730246,69.403366,1034.6
20240412T0900,15.980246,61.612144,1034.1
20240412T1000,17.920246,55.195663,1033.8
20240412T1100,19.410246,51.189777,1033.1
20240412T1200,20.520245,47.06449,1032.6
20240412T1300,21.370245,45.14424,1032.1
20240412T1400,21.720245,43.144794,1031.2
20240412T1500,21.860245,42.86294,1030.7
20240412T1600,21.690245,43.608112,1030.3
20240412T1700,20.720245,47.957542,1030.2
20240412T1800,19.200245,47.599026,1030.4
20240412T1900,15.820246,61.113785,1030.5
20240412T2000,13.8102455,70.13353,1030.9
20240412T2100,12.570246,75.60987,1031.0
20240412T2200,9.890245,85.92312,1030.9
20240412T2300,8.820246,90.35902,1030.9
20240413T0000,8.290245,91.00371,1030.6
20240413T0100,8.280246,89.87829,1030.1
20240413T0200,8.090245,89.79957,1029.8
20240413T0300,7.8102455,89.21568,1030.1
20240413T0400,7.4502454,90.11857,1030.0
20240413T0500,6.960245,90.83396,1030.0
20240413T0600,9.8102455,87.160706,1030.3
20240413T0700,13.370245,77.87804,1030.1
20240413T0800,16.330246,69.51023,1029.7
20240413T0900,18.860245,60.16868,1029.3
20240413T1000,21.000246,54.013966,1028.8
20240413T1100,22.670246,49.569675,1028.0
20240413T1200,23.980246,45.237057,1027.3
20240413T1300,25.120245,42.720135,1026.5
20240413T1400,25.970245,39.804653,1025.5
20240413T1500,26.440245,38.32392,1024.9
20240413T1600,26.310246,38.184998,1024.3
20240413T1700,24.880245,48.547073,1024.0
20240413T1800,22.190245,49.439857,1023.9
20240413T1900,18.150246,64.44694,1024.1
20240413T2000,15.300245,74.86476,1024.5
20240413T2100,14.410245,79.88976,1024.4
20240413T2200,13.590245,81.22959,1024.2
20240413T2300,13.070246,82.64547,1024.3
20240414T0000,12.360246,85.1554,1024.3
20240414T0100,11.940246,85.858,1024.2
20240414T0200,11.480246,87.03598,1024.1
20240414T0300,11.210245,88.07571,1024.0
20240414T0400,11.080245,88.06332,1023.9
20240414T0500,10.800245,88.99772,1023.9
20240414T0600,12.880245,84.75805,1024.1
20240414T0700,16.700245,74.41313,1024.2
20240414T0800,19.820246,62.800114,1024.1
20240414T0900,21.920246,56.70053,1023.7
20240414T1000,23.500246,52.483223,1023.0
20240414T1100,24.730246,47.716854,1022.3
20240414T1200,25.630245,43.836597,1021.5
20240414T1300,26.240246,39.90739,1020.7
20240414T1400,26.510244,37.936813,1019.8
20240414T1500,26.380245,38.128414,1019.2
20240414T1600,25.630245,40.80883,1018.5
20240414T1700,24.210245,45.69342,1018.1
20240414T1800,22.590246,47.036892,1017.7
20240414T1900,20.150246,54.92035,1017.5
20240414T2000,16.250246,72.67307,1017.3
20240414T2100,15.270246,77.24427,1016.8
20240414T2200,14.180245,81.03931,1016.4
20240414T2300,13.950245,82.20759,1016.1
20240415T0000,15.100245,77.94097,1015.8
20240415T0100,15.510245,79.57191,1015.6
20240415T0200,14.940246,82.554245,1015.2
20240415T0300,14.450245,84.99279,1014.8
20240415T0400,14.400246,85.325775,1014.5
20240415T0500,14.340245,87.31871,1014.2
20240415T0600,14.910245,86.059586,1014.3
20240415T0700,15.610246,84.06484,1014.4
20240415T0800,15.750245,85.24754,1014.3
20240415T0900,16.710245,79.796455,1014.1
20240415T1000,17.440245,74.00357,1013.5
20240415T1100,17.070246,72.582886,1012.8
20240415T1200,17.530245,67.56234,1011.9
20240415T1300,18.340246,61.30278,1010.7
20240415T1400,18.750246,55.786194,1009.9
20240415T1500,18.920246,47.260075,1009.2
20240415T1600,18.400246,42.513542,1008.8
20240415T1700,17.190245,38.94278,1009.3
20240415T1800,15.930245,40.29337,1010.1
20240415T1900,14.210245,45.941647,1011.5
20240415T2000,12.680245,51.73128,1012.2
20240415T2100,11.160245,58.77884,1012.6
20240415T2200,9.470245,67.8731,1013.2
20240415T2300,7.860245,78.0023,1013.3
20240416T0000,7.0502453,82.46058,1013.7
20240416T0100,6.460245,84.86254,1013.3
20240416T0200,6.2002454,84.76993,1013.2
20240416T0300,6.250245,84.6563,1013.1
20240416T0400,6.000245,83.906944,1013.3
20240416T0500,5.940245,82.95019,1013.6
20240416T0600,6.3102455,78.29706,1014.1
20240416T0700,6.8702455,70.569336,1014.1
20240416T0800,7.6602454,63.963028,1013.8
20240416T0900,8.460245,60.4311,1013.5
20240416T1000,9.110246,60.554207,1014.0
20240416T1100,9.590245,61.949097,1013.5
20240416T1200,9.850245,63.398376,1013.2
20240416T1300,10.550245,62.540363,1012.4
20240416T1400,10.500245,63.960945,1011.6
20240416T1500,9.970245,65.62405,1010.9
20240416T1600,9.020246,69.42811,1011.1
20240416T1700,7.920245,75.144714,1011.2
20240416T1800,7.3302455,82.325714,1011.4
20240416T1900,7.2602453,84.18979,1012.0
20240416T2000,7.0102453,85.40991,1012.3
20240416T2100,6.9102454,85.638405,1012.1
20240416T2200,6.3202453,89.704,1012.1
20240416T2300,6.4102454,87.65474,1012.2
20240417T0000,6.3502455,86.177734,1012.2
20240417T0100,6.3102455,85.14428,1011.9
20240417T0200,6.2002454,86.46519,1011.6
20240417T0300,6.170245,85.67082,1011.7
20240417T0400,5.880245,86.673615,1011.7
20240417T0500,5.770245,87.03027,1012.3
20240417T0600,5.6202455,88.25551,1012.5
20240417T0700,5.5502453,88.49869,1013.1
20240417T0800,5.750245,87.46057,1013.2
20240417T0900,6.460245,84.80261,1013.7
20240417T1000,7.2402453,82.89473,1013.7
20240417T1100,8.340245,79.40876,1013.4
20240417T1200,9.3102455,73.055595,1013.1
20240417T1300,9.500245,67.25777,1012.6
20240417T1400,8.800245,60.649517,1012.2
20240417T1500,8.430245,62.689594,1012.3
20240417T1600,6.8902454,71.338684,1012.6
20240417T1700,6.4902453,81.68369,1012.7
20240417T1800,6.2402453,81.53105,1012.6
20240417T1900,5.2002454,84.64255,1013.2
20240417T2000,4.650245,87.777954,1013.7
20240417T2100,4.5402455,89.47435,1014.0
20240417T2200,4.2902455,90.99624,1014.1
20240417T2300,4.2502456,91.84024,1014.2
20240418T0000,4.5902452,90.183205,1014.4
20240418T0100,4.5802455,90.31086,1014.2
20240418T0200,4.0002456,92.34643,1014.5
20240418T0300,3.3802452,94.57503,1014.5
20240418T0400,3.1702452,95.24234,1014.6
20240418T0500,3.1102452,94.55896,1015.3
20240418T0600,3.5502453,91.32506,1016.0
20240418T0700,4.3702455,85.63505,1016.6
20240418T0800,5.290245,77.34004,1017.3
20240418T0900,5.980245,74.72803,1018.0
20240418T1000,6.540245,79.34617,1018.7
20240418T1100,6.6002455,77.56788,1019.1
20240418T1200,7.710245,72.89735,1019.2
20240418T1300,8.160246,70.08748,1019.0
20240418T1400,9.010245,66.3398,1019.2
20240418T1500,8.920245,65.14638,1019.7
20240418T1600,8.890245,65.46586,1020.0
20240418T1700,8.490246,66.64758,1020.7
20240418T1800,7.400245,73.462166,1021.1
20240418T1900,5.7002454,84.58618,1021.9
20240418T2000,5.7602453,82.57138,1022.6
20240418T2100,5.500245,83.900276,1022.8
20240418T2200,4.0202456,89.74505,1023.4
20240418T2300,3.3002453,91.83043,1023.2
20240419T0000,3.0902452,91.81351,1023.2
20240419T0100,3.2402453,91.10223,1022.9
20240419T0200,3.2802453,90.387535,1022.4
20240419T0300,3.2002454,91.36133,1021.7
20240419T0400,3.5202456,90.73455,1021.4
20240419T0500,4.0802455,90.00794,1021.5
20240419T0600,4.9302454,87.62053,1021.3
20240419T0700,5.480245,86.13697,1021.1
20240419T0800,6.000245,83.55017,1020.5
20240419T0900,6.5102453,78.610214,1019.9
20240419T1000,6.8402452,81.15835,1019.8
20240419T1100,7.3902454,80.49865,1018.7
20240419T1200,7.400245,80.7276,1017.7
20240419T1300,7.3502455,82.328514,1016.8
20240419T1400,7.3702455,82.273415,1016.2
20240419T1500,7.6402454,81.50564,1015.3
20240419T1600,7.8402452,82.05113,1014.7
20240419T1700,7.690245,85.01443,1014.9
20240419T1800,7.5902452,87.59438,1014.6
20240419T1900,7.250245,90.16408,1014.8
20240419T2000,7.150245,91.54822,1015.0
